school,conference,season,player,avg,gp,ab,r,h,2b,3b,hr,rbi,bb,so,sb,obp,slg
Johnson & Wales University (RI),Conference of New England,2025,"Taveras, Diego",0.167,3-1,6,0,1,0,0,0,0,0,3,0-0,0.167,0.167
Johnson & Wales University (RI),Conference of New England,2025,"Fortes, Nicolas",0.153,24-16,59,10,9,3,0,0,7,11,28,1-1,0.311,0.203
Johnson & Wales University (RI),Conference of New England,2025,"Roderiques, Nathan",0.091,4-3,11,1,1,0,0,0,1,1,4,0-0,0.231,0.091
Johnson & Wales University (RI),Conference of New England,2025,"Auren, Jeremy",0.0,7-1,3,2,0,0,0,0,0,0,1,1-1,0.25,0.0
Johnson & Wales University (RI),Conference of New England,2025,"Acquisto, Jr., Carlo",0.0,4-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Johnson & Wales University (RI),Conference of New England,2024,"Hasson, Riley",0.424,40-40,172,56,73,18,3,6,62,17,21,11-13,0.498,0.669
Johnson & Wales University (RI),Conference of New England,2024,"Juan, Trevor",0.367,40-40,177,64,65,20,1,5,30,24,25,8-9,0.449,0.576
Johnson & Wales University (RI),Conference of New England,2024,"Botelho, Xavier",0.342,38-37,155,35,53,11,1,3,36,15,30,0-0,0.419,0.484
Johnson & Wales University (RI),Conference of New England,2024,"Davis, Owen",0.324,38-38,145,41,47,9,2,6,51,29,39,0-2,0.429,0.538
Johnson & Wales University (RI),Conference of New England,2024,"Magane, Jack",0.308,39-39,143,42,44,8,1,0,16,15,18,7-8,0.379,0.378
Johnson & Wales University (RI),Conference of New England,2024,"Obert, Jack",0.262,39-39,141,38,37,7,3,3,35,32,35,6-11,0.425,0.418
Johnson & Wales University (RI),Conference of New England,2024,"St. Jean, Ryan",0.213,30-25,80,21,17,3,1,1,12,16,21,1-2,0.385,0.313
Johnson & Wales University (RI),Conference of New England,2024,"Fortes, Nicolas",0.211,35-35,128,21,27,8,2,2,29,23,49,0-1,0.348,0.352
Johnson & Wales University (RI),Conference of New England,2024,"Leone, EJ",0.348,27-27,92,35,32,12,2,1,29,18,17,6-6,0.534,0.554
Johnson & Wales University (RI),Conference of New England,2024,"Lappin, Gus",0.267,7-5,15,0,4,1,0,0,8,2,3,0-0,0.316,0.333
Johnson & Wales University (RI),Conference of New England,2024,"Roderiques, Nathan",0.25,4-3,12,1,3,0,0,0,1,0,4,1-1,0.25,0.25
Johnson & Wales University (RI),Conference of New England,2024,"Amero, Zachary",0.207,19-17,58,11,12,4,2,0,18,22,18,0-0,0.453,0.345
Johnson & Wales University (RI),Conference of New England,2024,"Ducey, Ryan",0.143,15-8,28,10,4,2,0,0,2,11,7,1-1,0.429,0.214
Johnson & Wales University (RI),Conference of New England,2024,"Pfeifer, Cody",0.143,10-4,21,3,3,2,0,0,2,1,12,0-0,0.25,0.238
Johnson & Wales University (RI),Conference of New England,2024,"Brindisi, Evan",0.091,8-2,11,1,1,0,0,0,2,3,4,0-0,0.286,0.091
Johnson & Wales University (RI),Conference of New England,2024,"Taveras, Diego",0.0,4-1,5,0,0,0,0,0,0,1,1,0-1,0.167,0.0
Johnson & Wales University (RI),Conference of New England,2024,"Daniels, PJ",0.0,5-0,4,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Johnson & Wales University (RI),Conference of New England,2024,"Melanson, Henry",0.0,4-0,3,0,0,0,0,0,0,0,2,0-0,0.0,0.0
Johnson & Wales University (RI),Conference of New England,2023,"Hasson, Riley",0.43,37-37,135,39,58,9,0,2,33,20,19,4-5,0.524,0.541
Johnson & Wales University (RI),Conference of New England,2023,"Kelly, Miles",0.36,45-45,175,43,63,12,3,5,37,32,26,0-0,0.458,0.549
Johnson & Wales University (RI),Conference of New England,2023,"Obert, Jack",0.313,42-40,147,53,46,11,1,2,26,46,36,3-6,0.498,0.442
Johnson & Wales University (RI),Conference of New England,2023,"Magane, Jack",0.311,37-34,135,21,42,6,0,0,17,13,28,11-11,0.386,0.356
Johnson & Wales University (RI),Conference of New England,2023,"Juan, Trevor",0.304,45-45,204,40,62,14,1,10,41,18,46,6-6,0.364,0.529
Johnson & Wales University (RI),Conference of New England,2023,"Sanchez-Guerra, Thorin",0.294,41-40,126,36,37,11,3,7,36,28,37,11-14,0.474,0.595
Johnson & Wales University (RI),Conference of New England,2023,"Davis, Owen",0.289,43-43,159,25,46,12,1,2,39,21,42,0-0,0.382,0.415
Johnson & Wales University (RI),Conference of New England,2023,"Botelho, Xavier",0.287,43-43,167,36,48,12,2,4,49,14,34,1-1,0.362,0.455
Johnson & Wales University (RI),Conference of New England,2023,"Leone, EJ",0.404,28-28,104,37,42,13,1,2,30,11,22,9-9,0.543,0.606
Johnson & Wales University (RI),Conference of New England,2023,"Braid, AJ",0.364,7-3,11,3,4,1,0,0,4,3,5,0-0,0.5,0.455
Johnson & Wales University (RI),Conference of New England,2023,"Lappin, Gus",0.316,8-3,19,3,6,1,1,0,1,2,6,0-0,0.409,0.474
Johnson & Wales University (RI),Conference of New England,2023,"St. Jean, Ryan",0.271,18-13,48,16,13,6,0,0,7,13,16,0-1,0.435,0.396
Johnson & Wales University (RI),Conference of New England,2023,"Fortes, Nicolas",0.235,17-11,51,7,12,3,0,1,6,5,21,0-0,0.316,0.353
Johnson & Wales University (RI),Conference of New England,2023,"Snyder, Griffin",0.197,23-16,61,9,12,3,0,2,10,7,19,0-0,0.311,0.344
Johnson & Wales University (RI),Conference of New England,2023,"Daniels, PJ",0.133,15-4,15,5,2,0,0,0,0,4,10,3-5,0.381,0.133
Johnson & Wales University (RI),Conference of New England,2023,"Acquisto, Jr., Carlo",0.0,1-0,0,0,0,0,0,0,0,0,0,0-0,1.0,0.0
Johnson & Wales University (RI),Conference of New England,2022,"Botelho, Xavier",0.331,41-40,166,31,55,7,0,5,24,12,15,0-1,0.378,0.464
Johnson & Wales University (RI),Conference of New England,2022,"Kelly, Miles",0.323,44-44,164,46,53,14,1,3,28,28,24,1-1,0.434,0.476
Johnson & Wales University (RI),Conference of New England,2022,"Snyder, Griffin",0.305,40-35,128,29,39,15,0,7,29,16,27,0-0,0.414,0.586
Johnson & Wales University (RI),Conference of New England,2022,"Leone, EJ",0.303,43-43,152,39,46,8,4,6,39,12,38,8-8,0.39,0.526
Johnson & Wales University (RI),Conference of New England,2022,"Juan, Trevor",0.291,42-42,165,38,48,12,1,6,38,20,35,5-6,0.377,0.485
Johnson & Wales University (RI),Conference of New England,2022,"Hasson, Riley",0.29,44-44,145,31,42,7,1,3,28,22,31,5-5,0.406,0.414
Johnson & Wales University (RI),Conference of New England,2022,"Davis, Owen",0.256,42-39,129,22,33,8,0,1,19,21,47,0-0,0.372,0.341
Johnson & Wales University (RI),Conference of New England,2022,"Magane, Jack",0.231,38-36,121,19,28,6,1,0,15,7,23,5-5,0.285,0.298
Johnson & Wales University (RI),Conference of New England,2022,"Jacobson, Julian",0.6,3-0,5,1,3,1,0,0,1,0,1,0-1,0.6,0.8
Johnson & Wales University (RI),Conference of New England,2022,"Reeder, Noah",0.4,11-2,5,0,2,0,0,0,1,0,2,0-1,0.5,0.4
Johnson & Wales University (RI),Conference of New England,2022,"Sanchez-Guerra, Thorin",0.333,25-22,69,24,23,3,2,4,25,18,18,5-6,0.495,0.609
Johnson & Wales University (RI),Conference of New England,2022,"Braid, AJ",0.333,5-4,6,3,2,0,0,1,3,3,2,0-0,0.556,0.833
Johnson & Wales University (RI),Conference of New England,2022,"Fortes, Nicolas",0.25,21-14,52,8,13,1,3,3,13,10,25,0-1,0.381,0.558
Johnson & Wales University (RI),Conference of New England,2022,"Armenti, Cameron",0.25,6-1,8,0,2,0,0,0,2,0,1,0-0,0.25,0.25
Johnson & Wales University (RI),Conference of New England,2022,"Pfeifer, Cody",0.2,20-15,60,6,12,2,0,0,2,4,22,2-3,0.262,0.233
Johnson & Wales University (RI),Conference of New England,2022,"Ducey, Ryan",0.2,10-1,10,1,2,1,0,0,0,2,3,0-0,0.333,0.3
Johnson & Wales University (RI),Conference of New England,2022,"Lappin, Gus",0.194,15-6,31,5,6,0,0,0,8,7,12,2-3,0.342,0.194
Johnson & Wales University (RI),Conference of New England,2022,"Daniels, PJ",0.12,16-7,25,3,3,0,0,0,1,2,9,0-0,0.185,0.12
Johnson & Wales University (RI),Conference of New England,2022,"Mayne, Matt",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.5,0.0
Nichols College,Conference of New England,2026,"Keating, Ryan",0.343,42-41,169,38,58,20,1,6,37,20,29,28-30,0.417,0.58
Nichols College,Conference of New England,2026,"Hackert, Anthony",0.309,40-40,162,38,50,8,1,0,24,15,20,20-24,0.395,0.37
Nichols College,Conference of New England,2026,"Rocca, Andrew",0.302,39-29,106,26,32,8,2,1,16,4,21,16-18,0.333,0.443
Nichols College,Conference of New England,2026,"MacElhiney, Charles",0.291,40-38,148,21,43,8,1,1,28,10,17,11-13,0.331,0.378
Nichols College,Conference of New England,2026,"Birks, Kyle",0.286,35-30,105,21,30,9,0,0,18,10,17,5-9,0.376,0.371
Nichols College,Conference of New England,2026,"Harty, Collin",0.271,39-37,133,31,36,3,0,8,30,24,44,4-5,0.402,0.474
Nichols College,Conference of New England,2026,"Galvan, Julian",0.268,39-35,138,21,37,0,0,1,17,7,21,5-6,0.297,0.29
Nichols College,Conference of New England,2026,"Raymond, Jack",0.25,40-35,140,27,35,6,1,6,26,14,25,10-13,0.317,0.436
Nichols College,Conference of New England,2026,"Higgins, Patrick",0.5,4-0,2,0,1,0,1,0,1,0,1,0-0,0.333,1.5
Nichols College,Conference of New England,2026,"Ucci, Michael",0.37,16-7,27,5,10,1,1,0,4,4,4,0-1,0.514,0.481
Nichols College,Conference of New England,2026,"Ladouceur, Tyler",0.324,29-22,71,19,23,1,0,4,19,20,13,0-1,0.49,0.507
Nichols College,Conference of New England,2026,"Prince, Nicholas",0.314,16-10,35,9,11,1,1,0,4,8,6,2-2,0.442,0.4
Nichols College,Conference of New England,2026,"Wendell, Brady",0.292,21-11,48,9,14,3,0,0,12,3,2,0-0,0.34,0.354
Nichols College,Conference of New England,2026,"Morrisette, Bryce",0.278,13-4,18,2,5,0,0,0,5,1,2,0-0,0.35,0.278
Nichols College,Conference of New England,2026,"Pivacek, Adam",0.25,29-19,64,15,16,5,0,3,19,7,12,3-3,0.375,0.469
Nichols College,Conference of New England,2026,"Noyes, Zachary",0.25,10-1,8,1,2,1,0,0,0,1,2,0-0,0.333,0.375
Nichols College,Conference of New England,2026,"Flynn, Liam",0.242,9-8,33,6,8,2,0,2,4,0,10,0-0,0.242,0.485
Nichols College,Conference of New England,2026,"White, Ben",0.22,30-11,41,8,9,1,0,0,7,2,6,5-7,0.385,0.244
Nichols College,Conference of New England,2026,"Dorr, Cameron",0.0,4-2,2,0,0,0,0,0,0,2,1,0-0,0.5,0.0
Nichols College,Conference of New England,2026,"McGee, Sean",0.0,7-0,2,3,0,0,0,0,0,0,2,0-1,0.0,0.0
Nichols College,Conference of New England,2026,"Bouchard, Robert",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Nichols College,Conference of New England,2026,"Branscum, Owen",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Nichols College,Conference of New England,2026,"Bautista, Nathan",0.0,3-0,0,1,0,0,0,0,0,0,0,0-0,0.0,0.0
Nichols College,Conference of New England,2026,"Willand, Nicholas",0.0,10-0,0,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Nichols College,Conference of New England,2025,"Jerome, Ben",0.393,43-43,178,45,70,8,0,0,23,24,17,24-28,0.471,0.438
Nichols College,Conference of New England,2025,"Galvan, Julian",0.361,44-41,155,31,56,10,1,0,25,20,19,8-11,0.444,0.439
Nichols College,Conference of New England,2025,"Flynn, Liam",0.348,44-43,158,40,55,15,0,8,44,30,32,8-10,0.468,0.595
Nichols College,Conference of New England,2025,"Keating, Ryan",0.333,43-42,159,39,53,7,0,3,28,22,23,14-17,0.415,0.434
Nichols College,Conference of New England,2025,"Miller, Karl",0.325,44-44,166,37,54,9,0,5,35,21,24,26-27,0.411,0.47
Nichols College,Conference of New England,2025,"Hackert, Anthony",0.319,43-37,141,33,45,6,0,0,23,15,17,14-18,0.396,0.362
Nichols College,Conference of New England,2025,"Harty, Collin",0.294,38-36,126,27,37,13,0,5,35,20,34,0-1,0.385,0.516
Nichols College,Conference of New England,2025,"Croteau, Andrew",0.268,43-43,164,28,44,5,1,1,27,21,28,2-3,0.365,0.329
Nichols College,Conference of New England,2025,"Szitanko, Aaron",1.0,1-0,1,0,1,0,0,0,0,0,0,0-0,1.0,1.0
Nichols College,Conference of New England,2025,"Ladouceur, Tyler",1.0,1-0,1,1,1,0,0,0,1,1,0,0-0,1.0,1.0
Nichols College,Conference of New England,2025,"Martins, Dylan",0.5,4-0,2,2,1,0,0,1,4,0,1,0-0,0.5,2.0
Nichols College,Conference of New England,2025,"Cipkas, Stanley",0.32,18-5,25,9,8,3,0,1,2,2,7,0-1,0.37,0.56
Nichols College,Conference of New England,2025,"Pivacek, Adam",0.263,27-27,99,19,26,6,0,2,19,5,21,4-4,0.367,0.384
Nichols College,Conference of New England,2025,"Tipton, Jacob",0.24,12-7,25,5,6,2,0,0,3,2,6,1-1,0.333,0.32
Nichols College,Conference of New England,2025,"Moran, Dylan",0.231,12-6,26,3,6,0,0,0,5,1,10,0-0,0.267,0.231
Nichols College,Conference of New England,2025,"Vera Cruz, Taj",0.172,16-6,29,2,5,2,0,0,4,4,10,0-0,0.273,0.241
Nichols College,Conference of New England,2025,"McGee, Sean",0.111,12-9,27,4,3,1,0,0,2,4,9,3-3,0.294,0.148
Nichols College,Conference of New England,2025,"Vargas, Luis",0.091,12-5,22,2,2,0,0,0,4,2,6,0-0,0.192,0.091
Nichols College,Conference of New England,2025,"Birks, Kyle",0.0,8-1,6,2,0,0,0,0,0,2,2,0-0,0.25,0.0
Nichols College,Conference of New England,2025,"Morrisette, Bryce",0.0,7-1,3,1,0,0,0,0,1,1,2,0-1,0.25,0.0
Nichols College,Conference of New England,2025,"Rocca, Andrew",0.0,11-0,3,4,0,0,0,0,0,0,1,1-1,0.0,0.0
Nichols College,Conference of New England,2025,"Steed, John",0.0,17-9,2,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Nichols College,Conference of New England,2025,"Tucci, Michael",0.0,3-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
Nichols College,Conference of New England,2025,"Prince, Nicholas",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Nichols College,Conference of New England,2025,"Alley, Blake",0.0,4-0,0,1,0,0,0,0,0,0,0,0-0,0.0,0.0
Nichols College,Conference of New England,2024,"Knox, Johnny",0.419,42-42,179,59,75,14,0,13,54,26,19,27-31,0.498,0.715
Nichols College,Conference of New England,2024,"Hyde, Brennan",0.401,42-42,162,42,65,14,1,9,55,38,9,19-23,0.517,0.667
Nichols College,Conference of New England,2024,"Jerome, Ben",0.384,35-34,125,46,48,5,2,0,27,27,11,35-40,0.497,0.456
Nichols College,Conference of New England,2024,"Kleinhenz, Will",0.343,40-40,140,34,48,10,0,4,34,32,16,5-5,0.481,0.5
Nichols College,Conference of New England,2024,"Nath, William",0.333,33-27,111,19,37,7,0,0,15,16,18,3-4,0.415,0.396
Nichols College,Conference of New England,2024,"Croteau, Andrew",0.324,39-39,142,30,46,5,2,0,25,26,20,6-8,0.434,0.387
Nichols College,Conference of New England,2024,"Moran, Dylan",0.27,36-31,111,24,30,7,1,2,24,8,18,0-0,0.323,0.405
Nichols College,Conference of New England,2024,"Hackert, Anthony",1.0,4-0,1,0,1,0,0,0,1,0,0,0-0,0.5,1.0
Nichols College,Conference of New England,2024,"Cipkas, Stanley",0.5,14-0,2,6,1,1,0,0,0,0,0,0-0,0.5,1.0
Nichols College,Conference of New England,2024,"Birks, Kyle",0.333,3-0,3,0,1,0,0,0,1,0,0,0-0,0.333,0.333
Nichols College,Conference of New England,2024,"Flynn, Liam",0.294,29-26,85,22,25,8,1,4,23,20,13,1-1,0.435,0.553
Nichols College,Conference of New England,2024,"Marasco, Jim",0.274,29-25,95,22,26,7,1,4,30,6,29,1-1,0.371,0.495
Nichols College,Conference of New England,2024,"Gutierrez, Kelvin",0.265,28-12,49,9,13,1,0,0,7,11,11,1-2,0.4,0.286
Nichols College,Conference of New England,2024,"Vera Cruz, Taj",0.261,29-20,69,19,18,5,0,1,12,17,16,2-2,0.416,0.377
Nichols College,Conference of New England,2024,"Sanabia, Noah",0.222,14-6,27,6,6,1,0,1,4,7,11,1-1,0.382,0.37
Nichols College,Conference of New England,2024,"Vargas, Luis",0.217,16-4,23,5,5,0,0,0,3,3,3,0-0,0.308,0.217
Nichols College,Conference of New England,2024,"Tarara, Charlie",0.2,9-5,20,3,4,1,0,0,2,3,6,0-0,0.333,0.25
Nichols College,Conference of New England,2024,"Tipton, Jacob",0.2,9-3,10,3,2,0,0,0,1,3,2,0-0,0.429,0.2
Nichols College,Conference of New England,2024,"Miller, Karl",0.192,30-22,78,21,15,1,0,0,15,17,11,9-10,0.366,0.205
Nichols College,Conference of New England,2024,"Szitanko, Aaron",0.0,6-0,3,1,0,0,0,0,0,0,1,0-0,0.0,0.0
Nichols College,Conference of New England,2024,"Ucci, Michael",0.0,5-0,2,0,0,0,0,0,0,0,0,0-0,0.333,0.0
Nichols College,Conference of New England,2023,"Hyde, Brennan",0.357,34-34,140,25,50,9,0,8,34,10,16,13-15,0.404,0.593
Nichols College,Conference of New England,2023,"Knox, Johnny",0.327,40-40,150,39,49,13,0,4,22,28,16,9-11,0.439,0.493
Nichols College,Conference of New England,2023,"Marasco, Jim",0.304,33-31,115,24,35,5,2,8,33,15,27,9-10,0.407,0.591
Nichols College,Conference of New England,2023,"Miller, Karl",0.295,33-31,112,23,33,8,1,3,16,9,19,14-17,0.367,0.464
Nichols College,Conference of New England,2023,"Jerome, Ben",0.268,34-32,112,22,30,1,2,1,16,21,16,16-23,0.406,0.339
Nichols College,Conference of New England,2023,"Croteau, Andrew",0.262,37-36,122,21,32,2,0,0,5,20,27,9-11,0.375,0.279
Nichols College,Conference of New England,2023,"Ellis, Brad",0.256,38-37,133,18,34,9,0,1,22,13,30,6-7,0.324,0.346
Nichols College,Conference of New England,2023,"Michonski, Ryan",1.0,1-0,1,1,1,0,0,0,0,0,0,0-0,1.0,1.0
Nichols College,Conference of New England,2023,"Guerrera, Cameron",0.31,8-8,29,4,9,1,0,2,5,6,7,2-3,0.444,0.552
Nichols College,Conference of New England,2023,"McCarthy, Zachary",0.25,7-4,16,1,4,0,0,0,4,1,8,0-0,0.294,0.25
Nichols College,Conference of New England,2023,"Hickey, Noah",0.25,4-2,8,1,2,0,0,0,1,1,4,0-0,0.3,0.25
Nichols College,Conference of New England,2023,"Vargas, Luis",0.217,22-18,60,8,13,3,0,1,12,8,8,0-0,0.324,0.317
Nichols College,Conference of New England,2023,"Birks, Kyle",0.216,14-11,37,7,8,1,0,0,3,6,8,1-1,0.341,0.243
Nichols College,Conference of New England,2023,"Kleinhenz, Will",0.2,26-24,95,11,19,10,0,1,11,8,9,1-1,0.29,0.337
Nichols College,Conference of New England,2023,"Cipkas, Stanley",0.2,24-9,40,9,8,2,0,0,5,5,12,9-12,0.283,0.25
Nichols College,Conference of New England,2023,"Gutierrez, Kelvin",0.156,29-25,90,9,14,3,0,1,6,7,24,4-4,0.232,0.222
Nichols College,Conference of New England,2023,"Vera Cruz, Taj",0.147,13-8,34,3,5,0,0,0,1,1,13,1-1,0.171,0.147
Nichols College,Conference of New England,2023,"Sanabia, Noah",0.143,6-0,7,1,1,0,0,0,0,0,4,0-0,0.143,0.143
Nichols College,Conference of New England,2023,"Moran, Dylan",0.125,8-4,16,4,2,0,0,1,1,4,6,0-0,0.3,0.313
Nichols College,Conference of New England,2023,"Nath, William",0.067,6-4,15,1,1,0,0,0,0,1,4,0-0,0.125,0.067
Nichols College,Conference of New England,2023,"Tipton, Jacob",0.0,5-1,6,1,0,0,0,0,0,2,1,0-0,0.25,0.0
Nichols College,Conference of New England,2023,"Gladu, Ty",0.0,3-1,4,1,0,0,0,0,0,2,3,0-0,0.333,0.0
Nichols College,Conference of New England,2023,"Ouellette, Kasey",0.0,3-0,1,1,0,0,0,0,0,1,0,0-0,0.5,0.0
Nichols College,Conference of New England,2022,"Cormier, Nathaniel",0.401,41-41,157,46,63,17,1,4,28,21,26,18-22,0.484,0.599
Nichols College,Conference of New England,2022,"Ellis, Brad",0.347,33-29,98,20,34,8,1,2,17,19,27,7-9,0.48,0.51
Nichols College,Conference of New England,2022,"Caron, DJ",0.339,40-40,171,42,58,11,2,5,31,11,24,14-18,0.396,0.515
Nichols College,Conference of New England,2022,"Kleinhenz, Will",0.27,32-32,122,23,33,5,0,4,20,12,16,2-2,0.345,0.41
Nichols College,Conference of New England,2022,"Knox, Johnny",0.268,39-38,149,28,40,8,3,6,27,11,31,12-17,0.333,0.483
Nichols College,Conference of New England,2022,"Hyde, Brennan",0.265,40-40,155,24,41,8,0,6,32,14,29,2-2,0.328,0.432
Nichols College,Conference of New England,2022,"Croteau, Andrew",0.262,40-37,130,24,34,7,0,1,14,20,36,5-6,0.394,0.338
Nichols College,Conference of New England,2022,"Valentin, Victor",0.198,36-32,106,18,21,3,2,3,18,20,35,3-4,0.348,0.349
Nichols College,Conference of New England,2022,"Porth, Ryan",0.35,11-11,40,5,14,6,0,0,6,2,11,0-0,0.372,0.5
Nichols College,Conference of New England,2022,"Nath, William",0.349,16-12,43,9,15,2,0,0,10,8,8,0-0,0.434,0.395
Nichols College,Conference of New England,2022,"Jerome, Ben",0.292,20-19,65,10,19,4,1,0,7,9,15,2-3,0.39,0.385
Nichols College,Conference of New England,2022,"Blanford, Isaac",0.208,20-14,53,8,11,0,1,1,13,3,10,1-2,0.267,0.302
Nichols College,Conference of New England,2022,"Vargas, Luis",0.2,4-1,5,1,1,0,0,1,1,2,2,0-0,0.429,0.8
Nichols College,Conference of New England,2022,"Miller, Karl",0.167,10-2,12,3,2,1,0,0,0,0,5,0-0,0.167,0.25
Nichols College,Conference of New England,2022,"Murphy, Kevin",0.156,20-13,45,2,7,1,0,0,0,4,8,0-1,0.24,0.178
Nichols College,Conference of New England,2022,"St. Onge, Tyler",0.15,13-4,20,0,3,0,0,0,2,2,3,0-0,0.227,0.15
Nichols College,Conference of New England,2022,"Passardi, Dylan",0.111,6-2,9,0,1,0,0,0,0,0,7,0-0,0.111,0.111
Nichols College,Conference of New England,2022,"Cipkas, Stanley",0.0,9-2,8,3,0,0,0,0,0,0,6,0-1,0.0,0.0
Nichols College,Conference of New England,2022,"York, Matt",0.0,7-0,3,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Nichols College,Conference of New England,2022,"Tipton, Jacob",0.0,1-0,1,0,0,0,0,0,0,0,1,0-0,0.0,0.0
Nichols College,Conference of New England,2022,"Rowe, Conner",0.0,1-0,1,0,0,0,0,0,0,0,0,0-0,0.0,0.0
