school,conference,athletics_domain,platform,url_2026,url_2025,url_2024,url_2023,url_2022,notes
Elmhurst University,CCIW,elmhurstbluejays.com,sidearm,https://elmhurstbluejays.com/sports/baseball/stats/2026,https://elmhurstbluejays.com/sports/baseball/stats/2025,https://elmhurstbluejays.com/sports/baseball/stats/2024,https://elmhurstbluejays.com/sports/baseball/stats/2023,https://elmhurstbluejays.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Illinois Wesleyan University,CCIW,iwusports.com,sidearm,https://iwusports.com/sports/baseball/stats/2026,https://iwusports.com/sports/baseball/stats/2025,https://iwusports.com/sports/baseball/stats/2024,https://iwusports.com/sports/baseball/stats/2023,https://iwusports.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Millikin University,CCIW,athletics.millikin.edu,sidearm,https://athletics.millikin.edu/sports/baseball/stats/2026,https://athletics.millikin.edu/sports/baseball/stats/2025,https://athletics.millikin.edu/sports/baseball/stats/2024,https://athletics.millikin.edu/sports/baseball/stats/2023,https://athletics.millikin.edu/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
North Central College,CCIW,northcentralcardinals.com,sidearm,https://northcentralcardinals.com/sports/baseball/stats/2026,https://northcentralcardinals.com/sports/baseball/stats/2025,https://northcentralcardinals.com/sports/baseball/stats/2024,https://northcentralcardinals.com/sports/baseball/stats/2023,https://northcentralcardinals.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
North Park University,CCIW,athletics.northpark.edu,sidearm,https://athletics.northpark.edu/sports/baseball/stats/2026,https://athletics.northpark.edu/sports/baseball/stats/2025,https://athletics.northpark.edu/sports/baseball/stats/2024,https://athletics.northpark.edu/sports/baseball/stats/2023,https://athletics.northpark.edu/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Wheaton College (IL),CCIW,athletics.wheaton.edu,sidearm,https://athletics.wheaton.edu/sports/baseball/stats/2026,https://athletics.wheaton.edu/sports/baseball/stats/2025,https://athletics.wheaton.edu/sports/baseball/stats/2024,https://athletics.wheaton.edu/sports/baseball/stats/2023,https://athletics.wheaton.edu/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Aurora University,NACC,athletics.aurora.edu,sidearm,https://athletics.aurora.edu/sports/baseball/stats/2026,https://athletics.aurora.edu/sports/baseball/stats/2025,https://athletics.aurora.edu/sports/baseball/stats/2024,https://athletics.aurora.edu/sports/baseball/stats/2023,https://athletics.aurora.edu/sports/baseball/stats/2022,pattern given as known-good example
Benedictine University (IL),NACC,benueagles.com,sidearm,https://benueagles.com/sports/baseball/stats/2026,https://benueagles.com/sports/baseball/stats/2025,https://benueagles.com/sports/baseball/stats/2024,https://benueagles.com/sports/baseball/stats/2023,https://benueagles.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Concordia University Chicago,NACC,cucougars.com,sidearm,https://cucougars.com/sports/baseball/stats/2026,https://cucougars.com/sports/baseball/stats/2025,https://cucougars.com/sports/baseball/stats/2024,https://cucougars.com/sports/baseball/stats/2023,https://cucougars.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Concordia University Wisconsin,NACC,cuwfalcons.com,sidearm,https://cuwfalcons.com/sports/baseball/stats/2026,https://cuwfalcons.com/sports/baseball/stats/2025,https://cuwfalcons.com/sports/baseball/stats/2024,https://cuwfalcons.com/sports/baseball/stats/2023,https://cuwfalcons.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Dominican University (IL),NACC,dustars.com,sidearm,https://dustars.com/sports/baseball/stats/2026,https://dustars.com/sports/baseball/stats/2025,https://dustars.com/sports/baseball/stats/2024,https://dustars.com/sports/baseball/stats/2023,https://dustars.com/sports/baseball/stats/2022,unverified best guess; domain low confidence
Edgewood College,NACC,edgewoodcollegeeagles.com,sidearm,https://edgewoodcollegeeagles.com/sports/baseball/stats/2026,https://edgewoodcollegeeagles.com/sports/baseball/stats/2025,https://edgewoodcollegeeagles.com/sports/baseball/stats/2024,https://edgewoodcollegeeagles.com/sports/baseball/stats/2023,https://edgewoodcollegeeagles.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Illinois Institute of Technology,NACC,illinoistechathletics.com,sidearm,https://illinoistechathletics.com/sports/baseball/stats/2026,https://illinoistechathletics.com/sports/baseball/stats/2025,https://illinoistechathletics.com/sports/baseball/stats/2024,https://illinoistechathletics.com/sports/baseball/stats/2023,https://illinoistechathletics.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Lakeland University,NACC,lakelandmuskies.com,sidearm,https://lakelandmuskies.com/sports/baseball/stats/2026,https://lakelandmuskies.com/sports/baseball/stats/2025,https://lakelandmuskies.com/sports/baseball/stats/2024,https://lakelandmuskies.com/sports/baseball/stats/2023,https://lakelandmuskies.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Marian University (WI),NACC,mariansabres.com,sidearm,https://sabreathletics.com/sports/baseball/stats/2026,https://sabreathletics.com/sports/baseball/stats/2025,https://sabreathletics.com/sports/baseball/stats/2024,https://sabreathletics.com/sports/baseball/stats/2023,https://sabreathletics.com/sports/baseball/stats/2022,domain and platform low confidence; verify before use
Milwaukee School of Engineering,NACC,msoeraiders.com,sidearm,https://msoeraiders.com/sports/baseball/stats/2026,https://msoeraiders.com/sports/baseball/stats/2025,https://msoeraiders.com/sports/baseball/stats/2024,https://msoeraiders.com/sports/baseball/stats/2023,https://msoeraiders.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Rockford University,NACC,rockfordregents.com,unknown,https://rockfordregents.com/sports/baseball/stats/2026,https://rockfordregents.com/sports/baseball/stats/2025,https://rockfordregents.com/sports/baseball/stats/2024,https://rockfordregents.com/sports/baseball/stats/2023,https://rockfordregents.com/sports/baseball/stats/2022,platform low confidence; may be presto (/sports/bsb/YYYY-YY/teams/rockford)
St. Norbert College,NACC,athletics.snc.edu,unknown,https://athletics.snc.edu/sports/baseball/stats/2026,https://athletics.snc.edu/sports/baseball/stats/2025,https://athletics.snc.edu/sports/baseball/stats/2024,https://athletics.snc.edu/sports/baseball/stats/2023,https://athletics.snc.edu/sports/baseball/stats/2022,domain and platform low confidence; verify before use
Wisconsin Lutheran College,NACC,wlcsports.com,sidearm,https://wlcsports.com/sports/baseball/stats/2026,https://wlcsports.com/sports/baseball/stats/2025,https://wlcsports.com/sports/baseball/stats/2024,https://wlcsports.com/sports/baseball/stats/2023,https://wlcsports.com/sports/baseball/stats/2022,unverified best guess (search budget exhausted)
Beloit College,Midwest Conference,beloitcollegeathletics.com,sidearm,https://beloitcollegeathletics.com/sports/baseball/stats/2026,https://beloitcollegeathletics.com/sports/baseball/stats/2025,https://beloitcollegeathletics.com/sports/baseball/stats/2024,https://beloitcollegeathletics.com/sports/baseball/stats/2023,https://beloitcollegeathletics.com/sports/baseball/stats/2022,domain+pattern verified via search
Cornell College,Midwest Conference,cornellrams.com,sidearm,https://cornellrams.com/sports/baseball/stats/2026,https://cornellrams.com/sports/baseball/stats/2025,https://cornellrams.com/sports/baseball/stats/2024,https://cornellrams.com/sports/baseball/stats/2023,https://cornellrams.com/sports/baseball/stats/2022,domain+pattern verified via search
Grinnell College,Midwest Conference,pioneers.grinnell.edu,sidearm,https://pioneers.grinnell.edu/sports/baseball/stats/2026,https://pioneers.grinnell.edu/sports/baseball/stats/2025,https://pioneers.grinnell.edu/sports/baseball/stats/2024,https://pioneers.grinnell.edu/sports/baseball/stats/2023,https://pioneers.grinnell.edu/sports/baseball/stats/2022,domain+pattern verified via search
Illinois College,Midwest Conference,illinoiscollegeathletics.com,sidearm,https://illinoiscollegeathletics.com/sports/baseball/stats/2026,https://illinoiscollegeathletics.com/sports/baseball/stats/2025,https://illinoiscollegeathletics.com/sports/baseball/stats/2024,https://illinoiscollegeathletics.com/sports/baseball/stats/2023,https://illinoiscollegeathletics.com/sports/baseball/stats/2022,domain+pattern verified via search
Knox College,Midwest Conference,knoxprairiefire.com,sidearm,https://prairiefire.knox.edu/sports/baseball/stats/2026,https://prairiefire.knox.edu/sports/baseball/stats/2025,https://prairiefire.knox.edu/sports/baseball/stats/2024,https://prairiefire.knox.edu/sports/baseball/stats/2023,https://prairiefire.knox.edu/sports/baseball/stats/2022,best guess; domain unverified (search budget exhausted)
Lawrence University,Midwest Conference,vikings.lawrence.edu,sidearm,https://vikings.lawrence.edu/sports/baseball/stats/2026,https://vikings.lawrence.edu/sports/baseball/stats/2025,https://vikings.lawrence.edu/sports/baseball/stats/2024,https://vikings.lawrence.edu/sports/baseball/stats/2023,https://vikings.lawrence.edu/sports/baseball/stats/2022,domain+pattern verified via search (box score URL)
Monmouth College (IL),Midwest Conference,monmouthscots.com,sidearm,https://monmouthscots.com/sports/baseball/stats/2026,https://monmouthscots.com/sports/baseball/stats/2025,https://monmouthscots.com/sports/baseball/stats/2024,https://monmouthscots.com/sports/baseball/stats/2023,https://monmouthscots.com/sports/baseball/stats/2022,domain from knowledge; unverified
Ripon College,Midwest Conference,riponredhawks.com,sidearm,https://riponredhawks.com/sports/baseball/stats/2026,https://riponredhawks.com/sports/baseball/stats/2025,https://riponredhawks.com/sports/baseball/stats/2024,https://riponredhawks.com/sports/baseball/stats/2023,https://riponredhawks.com/sports/baseball/stats/2022,domain from knowledge; unverified
UW-Eau Claire,WIAC,blugolds.com,sidearm,https://blugolds.com/sports/baseball/stats/2026,https://blugolds.com/sports/baseball/stats/2025,https://blugolds.com/sports/baseball/stats/2024,https://blugolds.com/sports/baseball/stats/2023,https://blugolds.com/sports/baseball/stats/2022,domain from knowledge; unverified
UW-La Crosse,WIAC,uwlathletics.com,sidearm,https://uwlathletics.com/sports/baseball/stats/2026,https://uwlathletics.com/sports/baseball/stats/2025,https://uwlathletics.com/sports/baseball/stats/2024,https://uwlathletics.com/sports/baseball/stats/2023,https://uwlathletics.com/sports/baseball/stats/2022,domain from knowledge; unverified
UW-Oshkosh,WIAC,uwoshkoshtitans.com,sidearm,https://uwoshkoshtitans.com/sports/baseball/stats/2026,https://uwoshkoshtitans.com/sports/baseball/stats/2025,https://uwoshkoshtitans.com/sports/baseball/stats/2024,https://uwoshkoshtitans.com/sports/baseball/stats/2023,https://uwoshkoshtitans.com/sports/baseball/stats/2022,domain from knowledge; unverified
UW-Platteville,WIAC,gopioneers.com,sidearm,https://letsgopioneers.com/sports/baseball/stats/2026,https://letsgopioneers.com/sports/baseball/stats/2025,https://letsgopioneers.com/sports/baseball/stats/2024,https://letsgopioneers.com/sports/baseball/stats/2023,https://letsgopioneers.com/sports/baseball/stats/2022,domain from knowledge; unverified
UW-River Falls,WIAC,uwrfsports.com,sidearm,https://uwrfsports.com/sports/baseball/stats/2026,https://uwrfsports.com/sports/baseball/stats/2025,,,,program reinstated for 2025 season; no 2022-2024 stats pages; domain from knowledge
UW-Stevens Point,WIAC,athletics.uwsp.edu,sidearm,https://athletics.uwsp.edu/sports/baseball/stats/2026,https://athletics.uwsp.edu/sports/baseball/stats/2025,https://athletics.uwsp.edu/sports/baseball/stats/2024,https://athletics.uwsp.edu/sports/baseball/stats/2023,https://athletics.uwsp.edu/sports/baseball/stats/2022,domain from knowledge; unverified
UW-Stout,WIAC,bluedevilathletics.com,sidearm,https://stoutbluedevils.com/sports/baseball/stats/2026,https://stoutbluedevils.com/sports/baseball/stats/2025,https://stoutbluedevils.com/sports/baseball/stats/2024,https://stoutbluedevils.com/sports/baseball/stats/2023,https://stoutbluedevils.com/sports/baseball/stats/2022,domain from knowledge; unverified
UW-Whitewater,WIAC,uwwsports.com,sidearm,https://uwwsports.com/sports/baseball/stats/2026,https://uwwsports.com/sports/baseball/stats/2025,https://uwwsports.com/sports/baseball/stats/2024,https://uwwsports.com/sports/baseball/stats/2023,https://uwwsports.com/sports/baseball/stats/2022,domain+pattern verified via search (box score URL)
Augsburg University,MIAC,athletics.augsburg.edu,sidearm,https://athletics.augsburg.edu/sports/baseball/stats/2026,https://athletics.augsburg.edu/sports/baseball/stats/2025,https://athletics.augsburg.edu/sports/baseball/stats/2024,https://athletics.augsburg.edu/sports/baseball/stats/2023,https://athletics.augsburg.edu/sports/baseball/stats/2022,domain from knowledge; unverified
Bethel University (MN),MIAC,athletics.bethel.edu,sidearm,https://athletics.bethel.edu/sports/baseball/stats/2026,https://athletics.bethel.edu/sports/baseball/stats/2025,https://athletics.bethel.edu/sports/baseball/stats/2024,https://athletics.bethel.edu/sports/baseball/stats/2023,https://athletics.bethel.edu/sports/baseball/stats/2022,domain from knowledge; unverified
Carleton College,MIAC,athletics.carleton.edu,sidearm,https://athletics.carleton.edu/sports/baseball/stats/2026,https://athletics.carleton.edu/sports/baseball/stats/2025,https://athletics.carleton.edu/sports/baseball/stats/2024,https://athletics.carleton.edu/sports/baseball/stats/2023,https://athletics.carleton.edu/sports/baseball/stats/2022,domain from knowledge; unverified
Concordia College (Moorhead),MIAC,cobberathletics.com,presto,https://gocobbers.com/sports/bsb/2025-26/teams/concordiamhead?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://cobberathletics.com/sports/baseball/stats/2025,https://cobberathletics.com/sports/baseball/stats/2024,https://gocobbers.com/sports/bsb/2022-23/teams/concordiamhead?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://cobberathletics.com/sports/baseball/stats/2022,domain from knowledge; unverified
Gustavus Adolphus College,MIAC,gogusties.com,sidearm,https://gogusties.com/sports/baseball/stats/2026,https://gogusties.com/sports/baseball/stats/2025,https://gogusties.com/sports/baseball/stats/2024,https://gogusties.com/sports/baseball/stats/2023,https://gogusties.com/sports/baseball/stats/2022,domain from knowledge; unverified
Hamline University,MIAC,hamlineathletics.com,sidearm,https://hamlineathletics.com/sports/baseball/stats/2026,https://hamlineathletics.com/sports/baseball/stats/2025,https://hamlineathletics.com/sports/baseball/stats/2024,https://hamlineathletics.com/sports/baseball/stats/2023,https://hamlineathletics.com/sports/baseball/stats/2022,domain from knowledge; unverified
Macalester College,MIAC,athletics.macalester.edu,sidearm,https://athletics.macalester.edu/sports/baseball/stats/2026,https://athletics.macalester.edu/sports/baseball/stats/2025,https://athletics.macalester.edu/sports/baseball/stats/2024,https://athletics.macalester.edu/sports/baseball/stats/2023,https://athletics.macalester.edu/sports/baseball/stats/2022,domain from knowledge; unverified
Saint John's University (MN),MIAC,gojohnnies.com,sidearm,https://gojohnnies.com/sports/baseball/stats/2026,https://gojohnnies.com/sports/baseball/stats/2025,https://gojohnnies.com/sports/baseball/stats/2024,https://gojohnnies.com/sports/baseball/stats/2023,https://gojohnnies.com/sports/baseball/stats/2022,domain from knowledge; unverified
Saint Mary's University of Minnesota,MIAC,saintmaryssports.com,sidearm,https://saintmaryssports.com/sports/baseball/stats/2026,https://saintmaryssports.com/sports/baseball/stats/2025,https://saintmaryssports.com/sports/baseball/stats/2024,https://saintmaryssports.com/sports/baseball/stats/2023,https://saintmaryssports.com/sports/baseball/stats/2022,domain from knowledge; unverified
St. Olaf College,MIAC,athletics.stolaf.edu,sidearm,https://athletics.stolaf.edu/sports/baseball/stats/2026,https://athletics.stolaf.edu/sports/baseball/stats/2025,https://athletics.stolaf.edu/sports/baseball/stats/2024,https://athletics.stolaf.edu/sports/baseball/stats/2023,https://athletics.stolaf.edu/sports/baseball/stats/2022,domain from knowledge; unverified
College of St. Scholastica,MIAC,csssaints.com,sidearm,https://csssaints.com/sports/baseball/stats/2026,https://csssaints.com/sports/baseball/stats/2025,https://csssaints.com/sports/baseball/stats/2024,https://csssaints.com/sports/baseball/stats/2023,https://csssaints.com/sports/baseball/stats/2022,domain from knowledge; unverified
George Fox University,Northwest Conference,athletics.georgefox.edu,sidearm,https://athletics.georgefox.edu/sports/baseball/stats/2026,https://athletics.georgefox.edu/sports/baseball/stats/2025,https://athletics.georgefox.edu/sports/baseball/stats/2024,https://athletics.georgefox.edu/sports/baseball/stats/2023,https://athletics.georgefox.edu/sports/baseball/stats/2022,
Lewis & Clark College,Northwest Conference,lcpioneers.com,sidearm,https://lcpioneers.com/sports/baseball/stats/2026,https://lcpioneers.com/sports/baseball/stats/2025,https://lcpioneers.com/sports/baseball/stats/2024,https://lcpioneers.com/sports/baseball/stats/2023,https://lcpioneers.com/sports/baseball/stats/2022,
Linfield University,Northwest Conference,linfieldsports.com,sidearm,https://golinfieldwildcats.com/sports/baseball/stats/2026,https://golinfieldwildcats.com/sports/baseball/stats/2025,https://golinfieldwildcats.com/sports/baseball/stats/2024,https://golinfieldwildcats.com/sports/baseball/stats/2023,https://golinfieldwildcats.com/sports/baseball/stats/2022,unverified; formerly Presto — alt: nwcsports.com/sports/bsb/<YYYY-YY>/teams/linfield
Pacific University (OR),Northwest Conference,goboxers.com,sidearm,https://goboxers.com/sports/baseball/stats/2026,https://goboxers.com/sports/baseball/stats/2025,https://goboxers.com/sports/baseball/stats/2024,https://goboxers.com/sports/baseball/stats/2023,https://goboxers.com/sports/baseball/stats/2022,
Pacific Lutheran University,Northwest Conference,golutes.com,sidearm,https://golutes.com/sports/baseball/stats/2026,https://golutes.com/sports/baseball/stats/2025,https://golutes.com/sports/baseball/stats/2024,https://golutes.com/sports/baseball/stats/2023,https://golutes.com/sports/baseball/stats/2022,
University of Puget Sound,Northwest Conference,loggerathletics.com,sidearm,https://loggerathletics.com/sports/baseball/stats/2026,https://loggerathletics.com/sports/baseball/stats/2025,https://loggerathletics.com/sports/baseball/stats/2024,https://loggerathletics.com/sports/baseball/stats/2023,https://loggerathletics.com/sports/baseball/stats/2022,
Whitman College,Northwest Conference,athletics.whitman.edu,sidearm,https://athletics.whitman.edu/sports/baseball/stats/2026,https://athletics.whitman.edu/sports/baseball/stats/2025,https://athletics.whitman.edu/sports/baseball/stats/2024,https://athletics.whitman.edu/sports/baseball/stats/2023,https://athletics.whitman.edu/sports/baseball/stats/2022,domain unverified
Whitworth University,Northwest Conference,whitworthpirates.com,sidearm,https://whitworthpirates.com/sports/baseball/stats/2026,https://whitworthpirates.com/sports/baseball/stats/2025,https://whitworthpirates.com/sports/baseball/stats/2024,https://whitworthpirates.com/sports/baseball/stats/2023,https://whitworthpirates.com/sports/baseball/stats/2022,
Willamette University,Northwest Conference,willamettebearcats.com,presto,https://www.wubearcats.com/sports/bsb/2025-26/teams/willamette?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.wubearcats.com/sports/bsb/2024-25/teams/willamette?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.wubearcats.com/sports/bsb/2023-24/teams/willamette?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.wubearcats.com/sports/bsb/2022-23/teams/willamette?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,https://www.wubearcats.com/sports/bsb/2021-22/teams/willamette?tmpl=teaminfo-network-monospace-template&sort=ab&pos=h,domain unverified (formerly wubearcats.com)
California Lutheran University,SCIAC,clusports.com,sidearm,https://clusports.com/sports/baseball/stats/2026,https://clusports.com/sports/baseball/stats/2025,https://clusports.com/sports/baseball/stats/2024,https://clusports.com/sports/baseball/stats/2023,https://clusports.com/sports/baseball/stats/2022,
Caltech,SCIAC,gocaltech.com,sidearm,https://gocaltech.com/sports/baseball/stats/2026,https://gocaltech.com/sports/baseball/stats/2025,https://gocaltech.com/sports/baseball/stats/2024,https://gocaltech.com/sports/baseball/stats/2023,https://gocaltech.com/sports/baseball/stats/2022,
Chapman University,SCIAC,chapmanathletics.com,sidearm,https://chapmanathletics.com/sports/baseball/stats/2026,https://chapmanathletics.com/sports/baseball/stats/2025,https://chapmanathletics.com/sports/baseball/stats/2024,https://chapmanathletics.com/sports/baseball/stats/2023,https://chapmanathletics.com/sports/baseball/stats/2022,
Claremont-Mudd-Scripps,SCIAC,cmsathletics.org,sidearm,https://cmsathletics.org/sports/baseball/stats/2026,https://cmsathletics.org/sports/baseball/stats/2025,https://cmsathletics.org/sports/baseball/stats/2024,https://cmsathletics.org/sports/baseball/stats/2023,https://cmsathletics.org/sports/baseball/stats/2022,
University of La Verne,SCIAC,laverneathletics.com,sidearm,https://leopardathletics.com/sports/baseball/stats/2026,https://leopardathletics.com/sports/baseball/stats/2025,https://leopardathletics.com/sports/baseball/stats/2024,https://leopardathletics.com/sports/baseball/stats/2023,https://leopardathletics.com/sports/baseball/stats/2022,
Occidental College,SCIAC,oxyathletics.com,sidearm,https://oxyathletics.com/sports/baseball/stats/2026,https://oxyathletics.com/sports/baseball/stats/2025,https://oxyathletics.com/sports/baseball/stats/2024,https://oxyathletics.com/sports/baseball/stats/2023,https://oxyathletics.com/sports/baseball/stats/2022,
Pomona-Pitzer,SCIAC,sagehens.com,sidearm,https://sagehens.com/sports/baseball/stats/2026,https://sagehens.com/sports/baseball/stats/2025,https://sagehens.com/sports/baseball/stats/2024,https://sagehens.com/sports/baseball/stats/2023,https://sagehens.com/sports/baseball/stats/2022,
University of Redlands,SCIAC,goredlands.com,sidearm,https://goredlands.com/sports/baseball/stats/2026,https://goredlands.com/sports/baseball/stats/2025,https://goredlands.com/sports/baseball/stats/2024,https://goredlands.com/sports/baseball/stats/2023,https://goredlands.com/sports/baseball/stats/2022,
Whittier College,SCIAC,wcpoets.com,sidearm,https://wcpoets.com/sports/baseball/stats/2026,https://wcpoets.com/sports/baseball/stats/2025,https://wcpoets.com/sports/baseball/stats/2024,https://wcpoets.com/sports/baseball/stats/2023,https://wcpoets.com/sports/baseball/stats/2022,
Brandeis University,UAA,brandeisjudges.com,sidearm,https://brandeisjudges.com/sports/baseball/stats/2026,https://brandeisjudges.com/sports/baseball/stats/2025,https://brandeisjudges.com/sports/baseball/stats/2024,https://brandeisjudges.com/sports/baseball/stats/2023,https://brandeisjudges.com/sports/baseball/stats/2022,
Case Western Reserve University,UAA,athletics.case.edu,sidearm,https://athletics.case.edu/sports/baseball/stats/2026,https://athletics.case.edu/sports/baseball/stats/2025,https://athletics.case.edu/sports/baseball/stats/2024,https://athletics.case.edu/sports/baseball/stats/2023,https://athletics.case.edu/sports/baseball/stats/2022,
University of Chicago,UAA,athletics.uchicago.edu,sidearm,https://athletics.uchicago.edu/sports/baseball/stats/2026,https://athletics.uchicago.edu/sports/baseball/stats/2025,https://athletics.uchicago.edu/sports/baseball/stats/2024,https://athletics.uchicago.edu/sports/baseball/stats/2023,https://athletics.uchicago.edu/sports/baseball/stats/2022,
Emory University,UAA,emoryathletics.com,sidearm,https://emoryathletics.com/sports/baseball/stats/2026,https://emoryathletics.com/sports/baseball/stats/2025,https://emoryathletics.com/sports/baseball/stats/2024,https://emoryathletics.com/sports/baseball/stats/2023,https://emoryathletics.com/sports/baseball/stats/2022,
New York University,UAA,gonyuathletics.com,sidearm,https://gonyuathletics.com/sports/baseball/stats/2026,https://gonyuathletics.com/sports/baseball/stats/2025,https://gonyuathletics.com/sports/baseball/stats/2024,https://gonyuathletics.com/sports/baseball/stats/2023,https://gonyuathletics.com/sports/baseball/stats/2022,
Washington University in St. Louis,UAA,washubears.com,sidearm,https://washubears.com/sports/baseball/stats/2026,https://washubears.com/sports/baseball/stats/2025,https://washubears.com/sports/baseball/stats/2024,https://washubears.com/sports/baseball/stats/2023,https://washubears.com/sports/baseball/stats/2022,
Bob Jones University,Independent,bjubruins.com,sidearm,https://bjubruins.com/sports/baseball/stats/2026,https://bjubruins.com/sports/baseball/stats/2025,https://bjubruins.com/sports/baseball/stats/2024,https://bjubruins.com/sports/baseball/stats/2023,https://bjubruins.com/sports/baseball/stats/2022,
Maranatha Baptist University,Independent,mbusabercats.com,sidearm,https://mbusabercats.com/sports/baseball/stats/2026,https://mbusabercats.com/sports/baseball/stats/2025,https://mbusabercats.com/sports/baseball/stats/2024,https://mbusabercats.com/sports/baseball/stats/2023,https://mbusabercats.com/sports/baseball/stats/2022,best guess; platform and slug unverified
Berry College,SAA,berryvikings.com,sidearm,https://berryvikings.com/sports/baseball/stats/2026,https://berryvikings.com/sports/baseball/stats/2025,https://berryvikings.com/sports/baseball/stats/2024,https://berryvikings.com/sports/baseball/stats/2023,https://berryvikings.com/sports/baseball/stats/2022,confirmed via search
Centre College,SAA,centrecolonels.com,sidearm,https://centrecolonels.com/sports/baseball/stats/2026,https://centrecolonels.com/sports/baseball/stats/2025,https://centrecolonels.com/sports/baseball/stats/2024,https://centrecolonels.com/sports/baseball/stats/2023,https://centrecolonels.com/sports/baseball/stats/2022,confirmed via search
Millsaps College,SAA,gomajors.com,sidearm,https://gomajors.com/sports/baseball/stats/2026,https://gomajors.com/sports/baseball/stats/2025,https://gomajors.com/sports/baseball/stats/2024,https://gomajors.com/sports/baseball/stats/2023,https://gomajors.com/sports/baseball/stats/2022,confirmed via search
Oglethorpe University,SAA,gopetrels.com,sidearm,https://gopetrels.com/sports/baseball/stats/2026,https://gopetrels.com/sports/baseball/stats/2025,https://gopetrels.com/sports/baseball/stats/2024,https://gopetrels.com/sports/baseball/stats/2023,https://gopetrels.com/sports/baseball/stats/2022,confirmed via search
Rhodes College,SAA,rhodeslynx.com,sidearm,https://rhodeslynx.com/sports/baseball/stats/2026,https://rhodeslynx.com/sports/baseball/stats/2025,https://rhodeslynx.com/sports/baseball/stats/2024,https://rhodeslynx.com/sports/baseball/stats/2023,https://rhodeslynx.com/sports/baseball/stats/2022,confirmed via search (sidearm box-score URLs)
Sewanee: The University of the South,SAA,sewaneetigers.com,sidearm,https://sewaneetigers.com/sports/baseball/stats/2026,https://sewaneetigers.com/sports/baseball/stats/2025,https://sewaneetigers.com/sports/baseball/stats/2024,https://sewaneetigers.com/sports/baseball/stats/2023,https://sewaneetigers.com/sports/baseball/stats/2022,confirmed via search
Southwestern University,SAA,southwesternpirates.com,sidearm,https://southwesternpirates.com/sports/baseball/stats/2026,https://southwesternpirates.com/sports/baseball/stats/2025,https://southwesternpirates.com/sports/baseball/stats/2024,https://southwesternpirates.com/sports/baseball/stats/2023,https://southwesternpirates.com/sports/baseball/stats/2022,confirmed via search; was SCAC through 2024
Trinity University (TX),SAA,trinitytigers.com,sidearm,https://trinitytigers.com/sports/baseball/stats/2026,https://trinitytigers.com/sports/baseball/stats/2025,https://trinitytigers.com/sports/baseball/stats/2024,https://trinitytigers.com/sports/baseball/stats/2023,https://trinitytigers.com/sports/baseball/stats/2022,confirmed via search; was SCAC through 2024
Asbury University,Collegiate Conference of the South,asburyeagles.com,sidearm,https://asburyeagles.com/sports/baseball/stats/2026,https://asburyeagles.com/sports/baseball/stats/2025,https://asburyeagles.com/sports/baseball/stats/2024,https://asburyeagles.com/sports/baseball/stats/2023,https://asburyeagles.com/sports/baseball/stats/2022,confirmed via search
Belhaven University,Collegiate Conference of the South,blazersports.com,sidearm,https://blazers.belhaven.edu/sports/baseball/stats/2026,https://blazers.belhaven.edu/sports/baseball/stats/2025,https://blazers.belhaven.edu/sports/baseball/stats/2024,https://blazers.belhaven.edu/sports/baseball/stats/2023,https://blazers.belhaven.edu/sports/baseball/stats/2022,best guess; domain unverified (search budget hit)
Covenant College,Collegiate Conference of the South,athletics.covenant.edu,sidearm,https://athletics.covenant.edu/sports/baseball/stats/2026,https://athletics.covenant.edu/sports/baseball/stats/2025,https://athletics.covenant.edu/sports/baseball/stats/2024,https://athletics.covenant.edu/sports/baseball/stats/2023,https://athletics.covenant.edu/sports/baseball/stats/2022,confirmed via search (sidearm box-score URLs)
